App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Samsung Gallery,com.sec.android.gallery3d,Photography,4.5,2508082.0,"1,000,000,000+",1000000000.0,2123105347,True,0.0,USD,20M,7.0 and up,"Samsung Electronics Co.,  Ltd.",,noreply.sec@samsung.com,"Aug 15, 2017","Mar 08, 2019",Everyone,http://www.samsung.com/us/common/privacy.html,False,False,False,2021-06-15 21:11:36
Facebook Lite,com.facebook.lite,Social,3.1,18544036.0,"1,000,000,000+",1000000000.0,2072296494,True,0.0,USD,Varies with device,Varies with device,Facebook,https://www.facebook.com/facebook,lite-android-support@fb.com,"Mar 15, 2018","Jun 14, 2021",Teen,https://www.facebook.com/about/privacy/,True,False,False,2021-06-16 12:28:54
Samsung My Files,com.sec.android.app.myfiles,Tools,4.3,257171.0,"1,000,000,000+",1000000000.0,2063336389,True,0.0,USD,Varies with device,Varies with device,"Samsung Electronics Co.,  Ltd.",,noreply.sec@samsung.com,"Apr 8, 2018","Apr 06, 2021",Everyone,http://www.samsung.com/us/common/privacy.html,False,False,False,2021-06-16 13:41:35
Microsoft OneDrive,com.microsoft.skydrive,Productivity,4.5,2276634.0,"1,000,000,000+",1000000000.0,2056017889,True,0.0,USD,Varies with device,6.0 and up,Microsoft Corporation,https://aka.ms/OneDriveOnAndroid,odrvhelp@microsoft.com,"Aug 28, 2012","Jun 05, 2021",Everyone,http://go.microsoft.com/fwlink/p/?LinkId=253457,False,True,False,2021-06-16 12:57:35
Android Auto,com.google.android.projection.gearhead,Auto & Vehicles,4.3,1824861.0,"1,000,000,000+",1000000000.0,1976625745,True,0.0,USD,Varies with device,Varies with device,Google LLC,http://www.android.com/auto,android-auto-app@google.com,"Mar 19, 2015","Jun 15, 2021",Teen,http://www.google.com/policies/privacy,False,False,False,2021-06-16 03:11:05
Messages,com.google.android.apps.messaging,Communication,4.4,5305758.0,"1,000,000,000+",1000000000.0,1931517750,True,0.0,USD,Varies with device,Varies with device,Google LLC,http://www.google.com/mobile/android/,apps-help@google.com,"Nov 12, 2014","Jun 10, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 06:11:32
Carrier Services,com.google.android.ims,Communication,4.3,755024.0,"1,000,000,000+",1000000000.0,1793502218,True,0.0,USD,8.1M,6.0 and up,Google LLC,,apps-help@google.com,"Mar 13, 2017","Jun 16, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 08:17:17
Skype - free IM & video calls,com.skype.raider,Communication,4.3,11370938.0,"1,000,000,000+",1000000000.0,1769991234,True,0.0,USD,Varies with device,Varies with device,Skype,http://www.skype.com,skypeuploader@googlemail.com,"Oct 4, 2010","Jun 15, 2021",Everyone,http://www.skype.com/go/privacy,False,False,True,2021-06-16 02:20:42
Google Street View,com.google.android.street,Travel & Local,4.2,2311151.0,"1,000,000,000+",1000000000.0,1719820254,True,0.0,USD,Varies with device,Varies with device,Google LLC,http://www.google.com/mobile/maps/,apps-help@google.com,"Sep 9, 2010","Jun 15, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 04:32:12
Subway Surfers,com.kiloo.subwaysurf,Arcade,4.6,5304826.0,"1,000,000,000+",1000000000.0,1704495994,True,0.0,USD,187M,4.4 and up,SYBO Games,https://sybogames.com/,subwaysurfers@sybo.zendesk.com,"Sep 20, 2012","Jun 10, 2021",Everyone 10+,https://sybogames.com/privacy-policy/,True,True,True,2021-06-16 09:00:32
Samsung Experience Service,com.samsung.android.mobileservice,Tools,4.2,184659.0,"1,000,000,000+",1000000000.0,1682763021,True,0.0,USD,30M,8.0 and up,"Samsung Electronics Co.,  Ltd.",http://www.samsung.com/sec/,noreply.sec@samsung.com,"Jun 14, 2018","May 26, 2020",Teen,https://account.samsung.com/membership/pp,False,False,False,2021-06-16 02:06:13
Device Care,com.samsung.android.lool,Tools,4.3,360421.0,"1,000,000,000+",1000000000.0,1681485812,True,0.0,USD,Varies with device,Varies with device,"Samsung Electronics Co.,  Ltd.",,smart.mngr@samsung.com,"Jun 1, 2017","Apr 30, 2021",Everyone,https://account.samsung.com/membership/pp,False,False,False,2021-06-16 08:59:50
SHAREit - Transfer & Share,com.lenovo.anyshare.gps,Tools,4.2,16023749.0,"1,000,000,000+",1000000000.0,1666016612,True,0.0,USD,41M,4.1 and up,Smart Media4U Technology Pte.Ltd.,http://www.ushareit.com,feedback_android@ushareit.com,"Apr 28, 2013","Jun 15, 2021",Everyone,https://cdn.wtshare.com/cdn/shareit/w/privacy/pr_en/index.html,True,True,False,2021-06-16 08:07:43
"Microsoft Word: Write, Edit & Share Docs on the Go",com.microsoft.office.word,Productivity,4.4,6069862.0,"1,000,000,000+",1000000000.0,1651577965,True,0.0,USD,Varies with device,Varies with device,Microsoft Corporation,https://products.office.com,officean@microsoft.com,"Jan 6, 2015","May 20, 2021",Everyone,http://go.microsoft.com/fwlink/?LinkID=507380,False,True,False,2021-06-16 08:34:49
TikTok,com.zhiliaoapp.musically,Social,4.4,36446381.0,"1,000,000,000+",1000000000.0,1645811582,True,0.0,USD,89M,4.4 and up,TikTok Pte. Ltd.,https://www.tiktok.com/,feedback@tiktok.com,"Jul 9, 2015","Jun 15, 2021",Teen,https://www.tiktok.com/legal/privacy-policy,True,True,False,2021-06-15 21:24:05
Snapchat,com.snapchat.android,Social,4.3,26340056.0,"1,000,000,000+",1000000000.0,1621265491,True,0.0,USD,72M,4.4 and up,Snap Inc,http://www.snapchat.com,snapchat@snap.com,"Oct 29, 2012","Jun 15, 2021",Teen,http://www.snapchat.com/privacy,True,True,True,2021-06-16 06:12:26
Samsung Email,com.samsung.android.email.provider,Productivity,4.3,1888256.0,"1,000,000,000+",1000000000.0,1616141394,True,0.0,USD,26M,8.0 and up,"Samsung Electronics Co.,  Ltd.",,b2b.sec@samsung.com,"Jan 15, 2017","Apr 07, 2021",Everyone,https://account.samsung.com/membership/pp,False,False,False,2021-06-15 20:35:00
Samsung Calculator,com.sec.android.app.popupcalculator,Tools,4.5,447075.0,"1,000,000,000+",1000000000.0,1614135190,True,0.0,USD,Varies with device,Varies with device,"Samsung Electronics Co.,  Ltd.",,noreply.sec@samsung.com,"Feb 8, 2017","Apr 27, 2021",Everyone,,False,False,False,2021-06-16 14:47:51
"Microsoft Excel: View, Edit, & Create Spreadsheets",com.microsoft.office.excel,Productivity,4.4,3185181.0,"1,000,000,000+",1000000000.0,1521046735,True,0.0,USD,Varies with device,Varies with device,Microsoft Corporation,https://products.office.com,officean@microsoft.com,"Jan 6, 2015","May 20, 2021",Everyone,http://go.microsoft.com/fwlink/?LinkID=507380,False,True,False,2021-06-16 02:08:10
ANT+ Plugins Service,com.dsi.ant.plugins.antplus,Tools,4.0,285009.0,"1,000,000,000+",1000000000.0,1514437056,True,0.0,USD,Varies with device,Varies with device,ANT+,http://thisisant.com,android@thisisant.com,"May 10, 2013","Jun 25, 2020",Everyone,,False,False,False,2021-06-16 12:20:24
Microsoft PowerPoint: Slideshows and Presentations,com.microsoft.office.powerpoint,Productivity,4.3,1853303.0,"1,000,000,000+",1000000000.0,1506590187,True,0.0,USD,Varies with device,Varies with device,Microsoft Corporation,https://products.office.com,officean@microsoft.com,"Jan 6, 2015","May 20, 2021",Everyone,http://go.microsoft.com/fwlink/?LinkID=507380,False,True,False,2021-06-15 21:50:57
ANT Radio Service,com.dsi.ant.service.socket,Communication,4.0,319393.0,"1,000,000,000+",1000000000.0,1494252350,True,0.0,USD,158k,2.1 and up,ANT+,http://www.thisisant.com/consumer/,android@thisisant.com,"Nov 5, 2010","Jun 15, 2020",Everyone,,False,False,False,2021-06-16 04:38:05
Samsung Voice Recorder,com.sec.android.app.voicenote,Tools,4.3,162889.0,"1,000,000,000+",1000000000.0,1483303632,True,0.0,USD,Varies with device,,"Samsung Electronics Co.,  Ltd.",,noreply.sec@samsung.com,"Mar 24, 2016","Jan 05, 2021",Everyone,http://www.samsung.com/us/common/privacy.html,False,False,False,2021-06-15 21:17:08
Google Play Services for AR,com.google.ar.core,Tools,4.1,383330.0,"1,000,000,000+",1000000000.0,1459169211,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://developers.google.com/ar/,arcore-support@google.com,"Dec 11, 2017","Jun 10, 2021",Everyone,http://www.google.com/policies/privacy/,False,False,False,2021-06-16 08:29:43
Samsung Print Service Plugin,com.sec.app.samsungprintservice,Productivity,4.1,430733.0,"1,000,000,000+",1000000000.0,1446535469,True,0.0,USD,43M,4.4 and up,HP Inc.,https://www.samsung.com/us/printer/,support@samsungcloudprint.com,"Nov 5, 2013","Jun 07, 2021",Everyone,http://www8.hp.com/us/en/privacy/master-policy.html,False,False,False,2021-06-16 12:27:16
Netflix,com.netflix.mediaclient,Entertainment,4.4,11694633.0,"1,000,000,000+",1000000000.0,1437250170,True,0.0,USD,Varies with device,Varies with device,"Netflix, Inc.",http://www.netflix.com,playstore@netflix.com,"May 5, 2011","Jun 14, 2021",Teen,http://www.netflix.com/privacy,False,True,True,2021-06-15 20:56:19
Secure Folder,com.samsung.knox.securefolder,Business,4.2,188987.0,"1,000,000,000+",1000000000.0,1410817280,True,0.0,USD,8.6M,7.0 and up,"Samsung Electronics Co.,  Ltd.",,secfolder@samsung.com,"Jun 9, 2017","Jan 31, 2018",Everyone,https://account.samsung.com/membership/pp,False,False,False,2021-06-16 06:23:05
Briefing,flipboard.boxer.app,News & Magazines,3.9,660738.0,"1,000,000,000+",1000000000.0,1400441959,True,0.0,USD,18M,5.0 and up,Flipboard,http://www.flipboard.com,play-store-support@flipboard.com,"May 13, 2015","Jun 08, 2021",Everyone 10+,https://about.flipboard.com/privacy/,True,False,False,2021-06-16 03:20:19
Samsung Health,com.sec.android.app.shealth,Health & Fitness,3.6,1244210.0,"1,000,000,000+",1000000000.0,1341624888,True,0.0,USD,85M,8.0 and up,"Samsung Electronics Co.,  Ltd.",https://www.samsung.com/global/galaxy/apps/samsung-health/,noreply.sec@samsung.com,"Apr 7, 2015","May 17, 2021",Everyone,https://www.samsunghealth.com/privacy,True,False,False,2021-06-15 23:31:32
Google Keep - Notes and Lists,com.google.android.keep,Productivity,4.3,1212098.0,"1,000,000,000+",1000000000.0,1241023726,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://support.google.com/?p=notes_main,apps-help@google.com,"Mar 20, 2013","Jun 03, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 06:52:35
Candy Crush Saga,com.king.candycrushsaga,Casual,4.6,31476637.0,"1,000,000,000+",1000000000.0,1208422684,True,0.0,USD,Varies with device,4.4 and up,King,http://candycrushsaga.com/help/,candycrush.techhelp@king.com,"Nov 15, 2012","Jun 04, 2021",Everyone,https://king.com/privacyPolicy,True,True,False,2021-06-16 01:14:37
Files by Google,com.google.android.apps.nbu.files,Tools,4.6,4495688.0,"1,000,000,000+",1000000000.0,1163166935,True,0.0,USD,Varies with device,5.0 and up,Google LLC,http://filesgo.google.com/,files-feedback@google.com,"Dec 1, 2017","Jun 14, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 09:06:38
Twitter,com.twitter.android,Social,3.5,18135852.0,"1,000,000,000+",1000000000.0,1144061939,True,0.0,USD,Varies with device,Varies with device,"Twitter, Inc.",https://support.twitter.com/articles/20169915,google-play-emails@twitter.com,"Apr 30, 2010","Jun 14, 2021",Mature 17+,http://twitter.com/privacy,True,False,False,2021-06-16 09:35:43
Google Docs,com.google.android.apps.docs.editors.docs,Productivity,4.3,1538671.0,"1,000,000,000+",1000000000.0,1138899116,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://support.google.com/docs/?p=android_docs_help,apps-help@google.com,"Apr 30, 2014","Jun 14, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 10:16:09
YouTube Music,com.google.android.apps.youtube.music,Music & Audio,4.2,2631022.0,"1,000,000,000+",1000000000.0,1067343725,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://music.youtube.com,ytmusic-support@google.com,"Nov 12, 2015","Jun 14, 2021",Teen,http://www.google.com/intl/en/policies/privacy/,True,False,False,2021-06-16 14:52:46
YouTube Music,com.google.android.music,Music & Audio,4.2,2629553.0,"1,000,000,000+",1000000000.0,1065181427,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://music.youtube.com,ytmusic-support@google.com,"Nov 12, 2015","Jun 14, 2021",Teen,http://www.google.com/intl/en/policies/privacy/,True,False,False,2021-06-16 06:38:37
"Dropbox: Cloud Storage, Photo Backup, File Manager",com.dropbox.android,Productivity,4.2,2073637.0,"1,000,000,000+",1000000000.0,1062119808,True,0.0,USD,108M,6.0 and up,"Dropbox, Inc.",https://www.dropbox.com,android-feedback@dropbox.com,"May 4, 2010","Jun 15, 2021",Everyone,https://www.dropbox.com/privacy?mobile=1,False,True,False,2021-06-15 22:20:42
Samsung Security Policy Update,com.policydm,Productivity,4.2,304658.0,"1,000,000,000+",1000000000.0,1047187089,True,0.0,USD,749k,4.1 and up,"Samsung Electronics Co.,  Ltd.",,sw.upgrade@samsung.com,"Nov 17, 2014","Sep 09, 2020",Everyone,https://account.samsung.com/membership/pp,False,False,False,2021-06-15 21:05:43
Clock,com.google.android.deskclock,Tools,4.2,396138.0,"1,000,000,000+",1000000000.0,1045577416,True,0.0,USD,Varies with device,Varies with device,Google LLC,http://www.google.com/,android-clock-feedback@google.com,"Jun 18, 2015","Jun 04, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 10:45:09
Spotify: Listen to podcasts & find music you love,com.spotify.music,Music & Audio,4.4,22752840.0,"1,000,000,000+",1000000000.0,1033938669,True,0.0,USD,Varies with device,Varies with device,Spotify Ltd.,https://www.spotify.com,android-support@spotify.com,"May 27, 2014","Jun 10, 2021",Teen,https://www.spotify.com/legal/privacy-policy/,True,False,False,2021-06-16 11:43:30
Google Translate,com.google.android.apps.translate,Tools,4.5,7921635.0,"1,000,000,000+",1000000000.0,1023240815,True,0.0,USD,Varies with device,Varies with device,Google LLC,http://support.google.com/translate,translate-mobile-support@google.com,,"Jun 01, 2021",Everyone,http://www.google.com/policies/privacy/,False,False,False,2021-06-16 02:55:49
Samsung Notes,com.samsung.android.app.notes,Productivity,4.7,907208.0,"1,000,000,000+",1000000000.0,1020174726,True,0.0,USD,Varies with device,Varies with device,"Samsung Electronics Co.,  Ltd.",,noreply.sec@samsung.com,"Aug 15, 2016","Apr 19, 2021",Everyone,https://account.samsung.com/membership/pp,False,False,False,2021-06-16 10:26:18
Calculator,com.google.android.calculator,Tools,4.4,354298.0,"1,000,000,000+",1000000000.0,1005908944,True,0.0,USD,2.6M,6.0 and up,Google LLC,http://www.google.com/,android-calculator-feedback@google.com,"Mar 30, 2016","Oct 07, 2019",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 04:13:12
Google Sheets,com.google.android.apps.docs.editors.sheets,Productivity,4.0,134682.0,"500,000,000+",500000000.0,985261388,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://support.google.com/docs/?p=android_sheets_help,apps-help@google.com,"Apr 30, 2014","Jun 14, 2021",Everyone,http://www.google.com/policies/privacy,False,False,False,2021-06-16 01:18:49
Viber Messenger - Free Video Calls & Group Chats,com.viber.voip,Communication,4.4,15045580.0,"500,000,000+",500000000.0,979421586,True,0.0,USD,Varies with device,Varies with device,Viber Media S.à r.l.,http://www.viber.com/,support@viber.com,"Jul 19, 2011","Jun 15, 2021",Everyone,http://www.viber.com/privacy,True,True,False,2021-06-16 12:48:54
Garena Free Fire - Rampage,com.dts.freefireth,Action,4.2,89177097.0,"500,000,000+",500000000.0,976536041,True,0.0,USD,Varies with device,4.1 and up,GARENA INTERNATIONAL I PRIVATE LIMITED,https://ff.garena.com,freefire@garena.com,"Dec 7, 2017","Jun 04, 2021",Mature 17+,https://ff.garena.com/others/policy/en/,False,True,True,2021-06-16 00:32:12
"UC Browser-Secure, Free & Fast Video Downloader",com.UCMobile.intl,Communication,4.4,643857.0,"500,000,000+",500000000.0,964831762,True,0.0,USD,Varies with device,Varies with device,UCWeb Singapore Pte. Ltd.,https://m.ucweb.com,help@idc.ucweb.com,"Oct 25, 2011","Jun 09, 2021",Teen,https://terms.alicdn.com/legal-agreement/terms/suit_bu1_uc/suit_bu1_uc202007241608_71682.html,True,False,False,2021-06-16 00:15:15
MX Player,com.mxtech.videoplayer.ad,Video Players & Editors,4.2,10655017.0,"500,000,000+",500000000.0,957838565,True,0.0,USD,Varies with device,Varies with device,MX Media (formerly J2 Interactive),http://apps.mxplayer.in/,support@mxplayer.in,"Jul 18, 2011","Jun 09, 2021",Everyone,https://sites.google.com/site/mxvpen/about/privacy-policy,True,False,False,2021-06-16 01:17:56
imo free video calls and chat,com.imo.android.imoim,Communication,4.1,6921757.0,"500,000,000+",500000000.0,926726001,True,0.0,USD,Varies with device,Varies with device,imo.im,https://imo.im/,feedback@imo.im,"Jul 27, 2010","Jun 15, 2021",Everyone,https://imo.im/privacy,True,True,False,2021-06-16 07:23:21
My Talking Tom,com.outfit7.mytalkingtomfree,Casual,4.3,16835698.0,"500,000,000+",500000000.0,919958421,True,0.0,USD,114M,5.0 and up,Outfit7 Limited,http://outfit7.com/contact/android/,support@outfit7.com,"Nov 11, 2013","Jun 02, 2021",Everyone,http://outfit7.com/privacy/,True,True,False,2021-06-16 10:38:07
Google Slides,com.google.android.apps.docs.editors.slides,Productivity,4.2,501381.0,"500,000,000+",500000000.0,899535623,True,0.0,USD,Varies with device,Varies with device,Google LLC,https://support.google.com/docs/?p=android_slides_help,apps-help@google.com,"Jun 25, 2014","Jun 15, 2021",Everyone,http://www.google.com/mobile/android/,False,False,False,2021-06-16 12:02:41
Telegram,org.telegram.messenger,Communication,4.5,470676.0,"500,000,000+",500000000.0,885977963,True,0.0,USD,Varies with device,Varies with device,Telegram FZ-LLC,https://telegram.org,support@telegram.org,"Sep 6, 2013","Apr 17, 2021",Mature 17+,https://telegram.org/privacy,False,False,True,2021-06-16 04:28:31
